text	label
Bác sĩ không có tâm. Đi cả mấy tuần cũng không giải quyết đc vấn đề trong khi tình trạng của mình cũng không quá nặng. Như kiểu nuôi bệnh để rút tiền của khách hàng vậy. Tốn bao nhiêu tiền mà không đc kết quả như mong muốn...!	0
Của anh gửi lộn đó em. Anh thiết tha xin lại để anh chuyển cho đúng chỗ, đúng ngày 8 tháng 3. Đội ơn em!	1
trộm zía, xin zía cái da láng o đi	1
bs đô con nhất, mà nhảy khí thêd nhất đúng chất vt	1
Bắn 1.2 lần đầu se đậm lên. Đến mấy lần sau mới giảm dần phải ko Bác	1
may mắn ơi hãy gọi tên em 1 lần	1
C ơi , bao giờ c mở phòng khám ngoài Bắc ạ	1
𝕏𝕖𝕞 𝕖 𝕋𝕙ủ 𝔻â𝕞 𝕟è👉 rebrand.ly/vt1865s	1
Căng chỉ mức phí bn Bác	1
em mong nhận được quà của bác sĩ ạ ♥️♥️	1
Căng chỉ đau lắm ko Bác	1
Mong đc nhận quà từ bác sỹ 🥰🥰🥰🥰	1
Yes chị nghe theo bs Thảo thôi. Và chắc các chị em cũng vậy	1
Da đẹp 😍	1
Làm đẹp cho người ta mà chê khách hết cái này đến cái kia thì ai trả tiền để làm đẹp mà còn nghe chê, phụ nữ với nhau mà nói chuyện mất lịch sự như vậy . Chắc master muon nói sao thì nói ko tôn trọng người khác.	1
😍	1
Khuyến mãi đến khi nào c	1
C ơi , bao giờ c mở phòng khám ngoài Bắc ạ	1
Mong đc nhận quà từ bác sỹ 🥰🥰🥰🥰	1
"Công nghệ laser 3 tia được FDA chứng nhận an toàn và hiệu quả: 
https://www.accessdata.fda.gov/cdrh_docs/pdf20/K201594.pdf"	1
Vì không làm dịch vụ mà nv tư vấn kết quả là nv quạo và nặng mụn rất dau ạ	0
Giảm cân nhanh	1
💓💓💓💓💓	1
Helo bs	1
Chào Bác	1
Sau khi điều trị, da mình bị dị ứng, gặp phải nhiều vấn đề sức khỏe.	0
Gì mà quay con gái có chút xíu mà quay mặt ba ko vậy?	1
😍😍😍	1
Em cũng muốn Nhận qà bs	1
trải nghiệm cực kỳ tệ khi đến đây, giải quyết lằn nhằn. nhân viên thì chẳng giải thích tới nơi tới chốn, để khách đợi cả tiếng đồng hồ. đi làm da phải trả tiền mà cứ như tới nhờ vả nó làm dùm mình. không chỉ mình mà trong lúc tới mình còn thấy có khách khác cũng đang khiếu nại chế độ dịch vụ. đánh giá 1 sao. không khuyến khích mọi người tới đây cho mang thêm bực	0
Nhân viên thái độ khó chịu và làm không nhịêt tình khi khách hàng không làm dịch vụ theo ý nhân viên	0
Bên đó bị lâu ời ha? 😳😳😳	1
mong được nhận quà từ bs	1
Dù đã chấp nhận đợi đến lượt nhưng kết quả cuối cùng không như mong đợi!	0
Nam giới cũng lão hoá da	1
⭐⭐⭐⭐⭐	1
Mình đặt lịch từ 1h30 mà đến 5h chiều mới được vô. Chả hiểu nhân viên quên mình hay gì nữa 	1
Dễ thương dữ luôn á 💕	1
Tin zui à nheng 😊	1
#botthiennhienthuanthai	1
U là chài 🤣 hèn chi chiều nghe nhạc	1
Mất 10tr mà cắt môi trên ko đều, bên bị lẹm vào quá bên thì thừa, vẫn còn sẹo. Chán	0
Quá tuyệt vời. Bs Thảo thiết trình quá hay	1
Sẹo và lành vết thương là cơ sở quan trọng nhất của tái tạo, thẩm mỹ da!!!	1
Mong nhận đc quà trẻ hoá da của bs ạ🥰🥰🥰	1
Cho e xin chương trình mua 2 tặng 1 ở chi nhánh hcm với ạ	1
E chào bs	1
Sau khi điều trị xong, không thấy kết quả gì mấy, phí tiền quá	1
Em mong được nhận quà của bs	1
Nhân viên không lịch sự khi nói chuyện	0
Chẳng biết mời khách mua gói sẽ dc bao nhiêu % tiền mà người ta kêu k có nhu cầu vẫn mặt dày làm phiền.	0
không thấy cảnh tổng tài xoã vậy anh?	1
😍😍😍	1
Tuyệt vời, cảm động	1
❤️❤️❤️❤️❤️	1
Pháo hoa đẹp quá Chị hihi!! Team nhân Sự so đẹp!!!	1
💋💋💋💋	1
Xinh gái quá nha em	1
❤️❤️❤️❤️🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦	1
mê quá đi	1
Ở quầy lễ tân, người đeo kính chắc là quản lý ở đây nhỉ? Thái độ tệ kinh luôn. Bảo sao mà mấy người ở quầy lễ và mấy người kĩ thuật viên cũng tệ vậy :)))))))	0
hâhhaaa bs Thảo bắt trend dữ quá a😆	1
Chị tưởng cập đôi trẻ  nào không á	1
❤️🥰	1
"Công nghệ nâng cơ trẻ hóa được FDA chứng nhận an toàn : 
https://www.accessdata.fda.gov/cdrh_docs/pdf13/k132431.pdf"	1
Chủ tịch đâu sao ko mời nhảy chung chị😆	1
Sai lầm khi tin vào quảng cáo thần thánh trên mạng, tránh xa kẻo lại tiền mất tật mang.	0
Rất mong nhận được phần quà của bs ạ	1
Tạm biệt bác sỹ	1
Không chỉ không có sự cải thiện mà còn gặp phải nhiều vấn đề mới sau khi sử dụng sản phẩm/dịch vụ!	1
Vẫn còn là em gái tuyết mà già gì chị, anh trai mưa nào kỳ vậy 😆	1
Sao chị ko rủ anh chủ tịch vào nhảy cùng?	1
Cảm thấy rẻ tiền cho một dịch vụ không đem lại kết quả như mong đợi!	1
Nay tặng quà gì vậy bs😀	1
Tôi không hài lòng về dịch vụ và tư vấn và chuyên viên thẩm Mỹ phải bỏ ra số tiền quá nhiều và đổi lại không được gì	0
Thẩm mỹ viện tệ nhất tui từng trải nghiệm, đc cái sạch đẹp ngoài ra từ bác sĩ nhân viên toàn chèo kéo khách hàng mua sản phẩm mua dịch vụ, giá thì trên trời làm chả hiệu quả, tốn tiền.	0
chị mẹ vào đây mua và pass đồ cho bé rẻ đẹp HỘI THANH LÝ XE ĐẨY ĐỒ CHO BÉ	1
Dễ thương xỉu anh ơi 🤭	1
Tiếc của ham rẻ rồi đi tmv hút cái bụng lòi lõm thấy hoảng quá, em trầm cảm cả tháng nay 	1
E ở Hà nam, muốn được thăm khám bên c mà khó quá	1
Giá cả không hợp lý, không phản ánh được chất lượng thực sự của sản phẩm/dịch vụ!	0
PenTalk sẽ được phát sóng mỗi thứ 6 lúc 20h tại: https://www.youtube.com/@PensiliaClinic	1
Mình Rất sai lầm khi để baxa cắt mí tại bv này , vào đánh giá là để mọi ng đừng theo vết xe đổ của mình	0
Nổi bần bật luôn 🥰	1
GG	1
😍	1
cái này hay và đẹp quá nhà Pensilia.	1
❤️❤️❤️❤️	1
Đã dành quá nhiều thời gian và tiền bạc cho liệu trình nhưng kết quả không đáng kể!	0
Căng chỉ đau lắm ko Bác	1
Lần đầu đi cũng thấy niềm nở lắm, nhưng mà nhân viên đồ không có chào hỏi gì hết trơn. Mình quá thất vọng 	0
Dụ dỗ khách là nhìu :)))	1
Bac sĩ oi em rat muon gap bac si de chua nam , bac si co kham online khong a. Lan truoc em ve ma dung lúc bac si sang Pháp tu học	1
Quá đỉnh luôn !	1
Yêu nhất cặp đôi hoàn hảo này.	1
"Công nghệ đèn Led sinh học hiện đại được FDA kiểm chứng an toàn và hiệu quả: 
https://www.accessdata.fda.gov/cdrh_docs/pdf11/K113668.pdf"	1
...	1
quay xong, nay trời mưa gió cả ngày luôn	1
Em hi vọng nhận quà tặng của bác sĩ.	1
Nguyễn Linh Phương	1
Thật ra thì để bung đx vết sẹo như thế này thì laser co2 fractional 2 tia vẫn không đủ. Còn 1 công nghệ kết hợp nữa mới đủ nhà. Công nghệ gì thì giấu nha. Bí quyết mà la làng đâu có dc. Hihi. Không hề tiêm chích gì đâu nhé	0
"HỆ THỐNG PHÒNG KHÁM DA LIỄU THẨM MỸ 𝗣𝗘𝗡𝗦𝗜𝗟𝗜𝗔
🍀 Chi nhánh Tp. Hồ Chí Minh: 413 - 415 Nguyễn Đình Chiểu, P.5, Quận 3, Tp.HCM.
➖ Hotline: 0924.777.885
🍀 Chi nhánh Đồng Nai: Tầng lửng TTC Plaza 53-55 Võ Thị Sáu, Tp.Biên Hòa, Đồng Nai.
➖ Hotline: 032.6666.247
🍀 Chi nhánh Vũng Tàu: 187 Lê Lợi, P.Thắng Nhì, Tp.Vũng Tàu, Bà Rịa Vũng Tàu.
➖ Hotline: 034.5555.247"	1
Tôi rất thất vọng, trải nghiệm giảm béo bao đẹp công nghệ cao. 5 tháng tôi không giảm được 1 cm nào. Mất tiền, thời gian, và không hiệu quả. Lừa đảo, tôi cần lời giải thích.	0
😍😍😍😍	1
Bác ơi. Em tư vấn thêm liệu trình trị thâm tím quầng mắt ạ	1
Kkkk bửa nay T hồi teen quá thể	1
Hello bác sĩ 👩‍⚕️	1
Em rất mong được may mắn từ bác	1
Npp.	1
E chào bác sĩ ạ	1
haha,Hùng ơi là H	1
Mọi người cùng đón chờ kết quả nhé 💪🏻💪🏻💪🏻💪🏻 Chính chủ cũng nôn nao lắm ạ 🫶🏻	1
Z102 - Phòng khám Da liễu Thẩm mỹ  mua công nghệ hả bs Thảo?	1
Dạ bác sĩ ơi, e tiêm nám da hơi khô xíu thì có sao k ạ	1
rộn ràng tết quá à!!!	1
Hay nha!	1
Mai chị đi tái khám	1
Úi đã quá! Chưa hữu duyên đến Pen được hix. Pen bán áo mưa đi Pen ơi!	1
hí hí phải qua làm đẹp liền để hốt mí ẻm mới được 🥰	1
Của anh gửi lộn đó em. Anh thiết tha xin lại để anh chuyển cho đúng chỗ, đúng ngày 8 tháng 3. Đội ơn em!	1
Pen Hair giá sao vậy Bs	1
Đẹp tuyệt vời nghe bạn mình	1
Giảm cân an toàn	1
Mãi iu mọi người ❤️❤️❤️	1
Phí bắn mau mach trên mặt bn vậy bs?	1
Võ Mỹ Hiệp và Bs Nguyen Phuong Thao tư vấn kìa	1
Tham khảo các chương trình ưu đãi hiện có tại phòng khám Pensilia: https://pensilia.com/chuong-trinh-uu-dai-dang-chac-khoe-da-tuoi-tre/	1
Bác Thảo đi học nên hôm nay tới ko thấy bác Thảo😍	1
Phải trả một số tiền lớn nhưng kết quả lại không như mong đợi, cảm thấy lừa đảo!	0
Chúc khai trương hồng phát ạh!!!	1
Có điệu nhảy làng lá nữa hả anh hahaha	1
Về Việt Nam! Liền nha chị :)	1
Nhìn phòng khám quá đẹp quá hoành tráng bs Thảo.	1
Em mong nhận đc quà lắm ạ 😘😘	1
Hóng 😃	1
Da căng bóng ko tì vết, mê quá à.	1
Thời gian điều trị quá dài, không phản ánh đúng với kết quả thu được!	0
Đẹp  quá em ơi	1
Wow	1
Mong được nhận quà từ bác Thảo	1
"Hình ảnh thực tế về cơ chế hoạt động của công nghệ laser 3 tia: 
https://youtu.be/2Vdbl5cL3pM"	1
❤️❤️❤️❤️🇱🇦🇱🇦🇱🇦🇱🇦🇱🇦	1
𝕏𝕖𝕞 𝕖 𝕋𝕙ủ 𝔻â𝕞 𝕟è👉 rebrand.ly/quegfqc	1
"Laser đồng đã được FDA chứng nhận an toàn và hiệu quả : 
https://www.accessdata.fda.gov/cdrh_docs/pdf2/k023899.pdf"	1
Em chuc BS khai truong hồng hồng phát  phát.thuận buom xuôi gió suốt năm BS nhé 👍🎉🎉🎉🎉🎉🎉	1
Bữa giờ mình đang quan tâm các bài nói của bs về da	1
Bác sĩ ăn tối chưa ạ?	1
Giảm cân nhanh	1
"Công nghệ Laser đồng ánh sáng kép được FDA chứng nhận:
- Điều trị nám, đỏ da
- Điều trị mụn
- Bật tông da, trắng sáng
- Và các bệnh lý về da
https://www.accessdata.fda.gov/cdrh_docs/pdf2/k023899.pdf"	1
Nó quảng cáo để lừa khách á bs. Khi vào nó vẽ nhiều thứ lắm, hơn chi phí 40 50tr rất nhiều.	0
Báo 8h đêm đóng cửa mà 7h50 tới lấy cái túi để quên bị hẹn lại mai qua lấy	1
"❤️ Chúc Bạn 1 Ngày Mới Tốt Lành Và Tràn Đầy Năng Lượng 
💘 Bạn đang tìm kiếm cơ hội việc làm trong ngành Spa & TMV? 
💑 Nếu vậy, hãy tham gia ngay nhóm Tuyển Dụng Spa TMV ✅ trên Facebook. 
💢 Nơi đây, bạn sẽ tìm thấy công việc phù hợp với bản thân, cũng như cơ hội học hỏi, phát triển và thăng tiến trong sự nghiệp!
👉 Hãy nhanh tay tham gia nhóm để không bỏ lỡ cơ hội 15:45:02
https://www.facebook.com/groups/tuyendungktv"	1
Cuong Ta a mấy gói nè	1
Chúc bs khai trương hồng phát.	1
Chúc c Thảo và đại gia đình Pensilia năm mới thật nhiều sức khoẻ và đạt doanh thu lợi nhuậ khủng trong năm nay 🎊🎊🎊	1
😍😍😍	1
Halen Pham	1
❤️❤️❤️❤️❤️	1
Dịch vụ đắt đỏ nhưng lại không đảm bảo chất lượng, làm mất lòng tin của khách hàng!	0
Ở đây khiến da mình tệ càng thêm tệ :(( mình đi ở đây 5 lần rồi lần đầu chỉ bị mụn xung quanh mũi và miệng và sau 5lan đi mình bị lan nặng ra 2 bên má. Da mình khá là yếu nhưng lần nào đi cũng phải nặn mụn và lazer. Điều mình rất rất bực bội ở đây là các chị kĩ thuật viên nặn mụn không hề có tâm lun nha :)) đã ko có tâm rồi mà cách làm việc cũng sơ xài như kiểu lẹ lẹ cho xong á, nặn rất đau và sau mỗi lần nặn như vậy về nhà da mình bị viêm đỏ khá nhiều và lên mụn đầu trắng. Ở đây cho mình cảm giác rằng là nếu b ko nhìu tiền thì b ko đc chăm sóc tốt z á :) mình là hssv mỗi lần đi chi phí là 2tr mấy nhưng kết quả mình nhận lại là nát càng thêm nát. Thật sự rất thất vọng và quá là sợ mấy chị nặn mụn ở đây lun nha. Mình né luôn	0
đẹp quá e, cho c xin địa chỉ nha	1
Điều trị sẹo rỗ mất một đống tiền qua một đống liệu trình mà chả thây có gì khác biệt	1
Chúc bác khai trương hồng phát	1
Làm ăn giả dối, tiền thu thì mắc, tiêm cái môi ra nhìn như sưng lên chút rồi 3 ngày sau tan hết trơn. Qua nói thì kêu “bs ở đây không giỏi chỉnh môi”, môi mình hết đàn hồi nên chỉ tiêm được vậy. Ủa dị lúc đầu sao không nói như vậy mà dụ đóng tiền dô làm lừa đảo vậy	0
nhân viên làm việc thiếu chuyên nghiệp, không có tam, không sạch sẽ trong khi tiến hành phun xăm	1
Làm không ra gì, vô trách nhiệm. Nên cân nhắc trước khi đến đây làm dịch vụ.	0
Quá tuyệt vời	1
đẹp troai vãi	1
hí hí phải qua làm đẹp liền để hốt mí ẻm mới được 🥰	1
Dạ bác sĩ ơi, e tiêm nám da hơi khô xíu thì có sao k ạ	1
....	1
E muốn được nhận quà tặng ạ	1
DẠ em chào Bs <3	1
Tskin- máy làm đẹp used&new. Chúc các bạn 1 ngày an lành.	1
Đùa bên này phốt nhiều bấy lâu giờ luôn đấy. Chuyên làm lệch mũi còn ko bảo hành cơ. Làm hẳn bệnh viện đi bạn, mình sau rút kinh nghiệm lần 1 ra tmv làm bị nó lừa cho lần 2 phải lên bệnh viện để sửa đó bạn	0
Mình biết đến do các youtuber giới thiệu. Mình nghe review thì rất tốt nhưng mà có vẻ thực sự nó không được đến thế. Chắc cũng đầu tư seeding dữ he	1
Nguyễn Linh Phương	1
Các bs nhân viên Pensilia ai cũng đẹp. Dê thương quá chừng. Chúc hệ thống Pensilia. Năm mới dồi dào sức khỏe. An khang Thịnh vượng Van sự như ý và càng ngày càng phát triển mạnh mẽ hơn	1
Xinh quá 😍😍😍	1
Nhân viên tiếp tân nói chuyện nghe lạnh lùng. K phải một dịch vụ ấm áp và chất lượng	0
Đi đường xa mà tới không có chỗ ngời phải đứng đợi	1
...	1
Liệu trình kéo dài quá lâu mà không thấy bất kỳ thay đổi tích cực nào!	1
Em mê qá mê 😍	1
Không liên quan đến da cho em hỏi bên mình có điều trị rụng tóc không ạ?	0
chị ơi cái Sylfirm khác ntn với Potenza vậy chị	1
"Trước khi làm thì tư vấn khá ok. Làm xong thì đổ cho khách tại thế nọ lọ chai.
"	0
Mong nhận được  quà của pensilia	1
Ở đây họ tư vấn sai sự thật chỉ toàn sale tư vấn, từ nhân viên đến bác sĩ đều chỉ biết chăm chăm cho khách mua dịch vụ, toàn review ảo thôi	0
Chúc Bác Sĩ khai trương Hồng phát!	1
Quá tuyệt vời chị oi	1
Kkkk bửa nay T hồi teen quá thể	1
.	1
❤️	1
Thái độ phục vụ tệ	0
Vũ điệu làng lá này lạ quá 😂	1
Số tiền bỏ ra cho dịch vụ không xứng đáng với kết quả thu được!	0
Triệt Bikini không hiệu quả . Lông vẫn mọc dày . Cskh không tốt . Máy triệt quá cũ kỹ . Đề nghị thay máy mới	0
Hay quá bs Thảo ơi	1
Hiểu… là khi cty có ông sếp mê tiktok 😂	1
Em mong được nhận quà của bs	1
Bác sĩ ăn tối chưa ạ?	1
Quà đầu năm	1
Chúc em khai trương Hồng phát nhé	1
❤️❤️❤️	1
Thái Lan ah anh ?	1
Liệu trình kéo dài quá lâu mà không thấy kết quả, làm mất kiên nhẫn và lòng tin!	1
Giờ hiển thị trên website một đằng làm tới 22h! Thực tế tới nơi thì bảo 16h là hết h khám kêu KH đi về, mà KH chạy một quãng đường rất xa lại mưa bão! Làm dịch vụ sao lại ko nghĩ tới KH mà cập nhật cho chính xác giờ giấc nhỉ? Một sao cho sự thiếu chuyên nghiệp, và cái con bé tư vấn cũng chả có chuyên môn xoa dịu tâm trạng của KH luôn!	0
công nghệ đỉnh	1
❤️❤️❤️	1
còn chương trình hả shop	1
Đã đi thẩm mỹ viện này mà kết quả thất vọng, không thấy sự cải thiện gì cả!	0
❤️❤️❤️😘	1
🥰🥰🥰🥰🥰	1
Mỡ này là nó tan luôn hay là chỉ tạm thời ạ? Nếu e ăn uống ko để tăng cân thì mỡ có quay lại ko ạ?	1
Bảo vệ tiếp đón che dù ok, chuyên viên tư vấn chưa có tâm lắm, lúc bảo mua gói này lúc mua gói khác phù hợp da hơn...trang trí sang, sáng,tươi mát mẻ, giá dịch vụ đắt	0
Đến trị sẹo xong cái mình nhận được là cục sẹo lồi hơn, là trị sẹo dữ chưa :D	1
ko chốt được liệu chình thì bỏ mặc khách, khách chải nghiệm wa giờ nhân viên thái độ khách đt ko nghe máy	0
Chào bác sĩ	1
Sang-xịn-mịn quá	1
Bác siz đẹp quá à	1
Như quần què	1
Em nói sao chứ bữa chị bắn Hifu đau thấu trời😢	1
Bỏ một đống tiền ra để làm dịch vụ, xong nhận ra có một bên khác cũng cung cấp cái tương tự mà giá rẻ hơn. Đi hai nơi mới biết chỗ nào tốt. Đúng là kiến thức, kinh nghiệm, trải nghiệm	0
Trang Hoang	1
😍	1
Nổi bần bật luôn 🥰	1
Kỳ này tiên vô tk chị hơi nhiều rồi..chia cho e với hihi	1
Khi sếp lớn lên quẩy	1
xin lộc may mắn từ bs ạ	1
❤️❤️❤️❤️❤️	1
Cặp đôi hoàn hảo	1
Loại bác sĩ thẫm mỹ chỉ biết lấy tiền mà ko có trách nhiệm vô đạo đức học cho lắm rồi cầm dao kéo hại người cầu mong cho con cái cha mẹ nó lãnh hậu quả mà nó gây ra cho khách	1
Biên Hoà làm không lại nha😁	1
Khi đến phòng khám thì bs sẽ trực tiếp khám và điều trị ạ. Hay nhiều bs khác nhau ạ.	1
iu wa nè. Lì xì anh nha !	1
Quà đầu năm	1
Hoang dại quá anh :))))	1
Mong đươc nhân quà từ bác Thảo	1
Về Việt Nam! Liền nha chị :)	1
Khach hang den Tham My Vien nay can than voi can nhan vien Tu Van nhe vi ho se tu van theo kieu tung buoc de khach hang phai mua san pham sau khi lam dich vu o day,  ho ko noi 1 lan de minh hieu het va quyet dinh lam hay ko.	1
Bảo vệ như là bảo vệ ở đầu đường só chợ vậy, tôi đến đề chăm sóc da chứ không phải là gì dâu mà cứ lên mặt rồi khó chịu vậy. Người ta nói ấn tượng đầu tiên rất quan trọng chắc cũng có cái lý do của nó	0
Bác Thảo có nụ cười toả nắng, làm sáng thêm chiếc máy xịn xò	1
Dễ thương quá	1
Nhung Nguyễn	1
Tư vấn dối trá như cái chợ thuơng mại. Góp ý thì cứ giải thích lấp liếm. Chất luợng kém, vấn đề vô trùng, khử khuẩn không ổn lắm, nhiều chiêu trò.	0
Bác sỹ teen quá ạ	1
Bac sĩ oi em rat muon gap bac si de chua nam , bac si co kham online khong a. Lan truoc em ve ma dung lúc bac si sang Pháp tu học	1
trộm vía tóc nhanh dài và khỏe lắm Pen ơiii	1
Nhìn gương mặt nhìn cách nói chuyện của bs Thảo rất thật thà. Không giống như quảng cáo	0
"Quảng cáo k đúng sự thật, bs ko có lương tâm, k có đạo đức nghề nghiệp, lúc tiếp khách thì ngon ngọt, lấy tiền khách xong thì khách bị gì liền phủi trách nhiệm,khách phẫu thuật chỉ có bill thu tiền và k bao giờ có phiếu bảo hành, bảo hành miệng rồi khách bị hư hỏng gì đổ do khách để khỏi bồi thường
"	0
Nhìn bs Thảo cười  dễ thương quá chừng	1
❤️	1
Điều hòa bật lạnh quá	1
Mong nhận được quà từ bác sĩ.	1
💐💕❤️🌹👏🏻	1
Sylfirm với Potenza khác nhau ntn vậy ạ	1
mình thấy bv khá chuyên nghiệp mà, làm 1 lần r, bây h vào làm lần 2 cho hoàn thiện thôi, bà đó chắc do lớn tuổi quá sốc thuốc thôi	0
Làm ăn chán quá	1
Xem full tại: https://www.youtube.com/watch?v=pF4sIKRlM_Y&t=150s&ab_channel=PensiliaBeautyClinic	1
Thiết nghĩ nên đầu tư thuê thầy Huỳnh Trung Hiếu về lên bài tập nhảy nha nha..🤣🤣🤣😛😛	1
Sự không chuyên nghiệp của nhân viên khiến cho trải nghiệm của khách hàng không được thoải mái và an tâm.	0
Mê quá c ơiiii. Em Pan xin vía nàaa	1
Làm thêm áo khoác tri ân khách hàng đi bs Thảo ơi	1
quà VIP quá Bs	1
Hien Pham	1
Chào bác Thảo!	1
So sánh giữa căng chỉ và hifu thì nên làm cái nào ạ?	1
